date,title,description
1/29/19 17:03,"GLOBAL MARKETS-Gold hits 8-month high, stocks mixed amid trade caution, results","Gold hit an eight-month high
while world stock markets were mixed ahead of further U.S.-Sino
trade talks, a raft of technology company results starting with
Apple later on Tuesday and an impending Federal Reserve decision
on U.S. interest rates.
  
"
1/29/19 17:03,Apple sees sales largely below Wall St as iPhone demand weak,"Apple Inc on Tuesday said sales
for its fiscal second quarter would most likely be lower than
Wall Street expected, a signal that it continues to face weak
demand for its iPhone, especially in China, the world's biggest
smartphone market.
  
"
1/29/19 17:03,US STOCKS-Wall Street wavers as Apple tees up its quarterly report,"* Dow up 0.21 pct, S&P 500 down 0.15 pct, Nasdaq down 0.81
pct
(Updates to close)
  
"
1/29/19 17:04,CORRECTED-US STOCKS-Wall Street mixed as Apple tees up its quarterly report,"* Dow up 0.21 pct, S&P 500 down 0.16 pct, Nasdaq down 0.73
pct
  
"
1/29/19 17:30,"Apple services business grows, shares rise 6 percent","Apple Inc on Tuesday reported sharp growth in its services business and Chief Executive Tim Cook said trade tensions between the United States and China were easing, helping its shares up even after sales of its iPhone dipped in the holiday shopping quarter.
  
"
1/29/19 18:00,This 14-year old found Apple's FaceTime bug before it went viral,"Fourteen-year old Grant Thompson was just trying to play video games with friends on a day off from school when he made an alarming discovery: a bug in Apple's FaceTime tool that could turn iPhones into eavesdropping devices.
    
"
1/29/19 18:02,US STOCKS-Wall Street wavers as tech gives ground and industrials rebound,"* Dow up 0.21 pct, S&P 500 down 0.15 pct, Nasdaq down 0.81
pct
(Updates with Apple's results)
  
"
1/29/19 18:03,"UPDATE 2-Apple services business grows, shares rise 6 pct","Apple Inc on Tuesday reported
sharp growth in its services business and Chief Executive Tim
Cook said trade tensions between the United States and China
were easing, helping its shares up even after sales of its
iPhone dipped in the holiday shopping quarter.
  
"
1/29/19 18:30,"Apple services business grows, CEO Cook sees China tensions ease","Apple Inc reported sharp growth in its services business and Chief Executive Tim Cook said trade tensions between the United States and China were easing, helping the technology company's shares up after hours even as iPhone sales dipped in the holiday shopping quarter for the first time.
  
"
1/29/19 18:32,"UPDATE 3-Apple services business grows, CEO Cook sees China tensions ease","Apple Inc reported sharp growth
in its services business and Chief Executive Tim Cook said trade
tensions between the United States and China were easing,
helping the technology company's shares up after hours even as
iPhone sales dipped in the holiday shopping quarter for the
first time.
  
"
1/29/19 19:30,iPhone suppliers rise after Apple's quarterly report,"** Shares of Apple suppliers up in extended trade after Apple's quarterly results and guide prove not as bad as some expected
  
"
1/29/19 19:30,It's clearer than ever Apple's iPhone problem isn't going away,"Apple's iPhone business is in decline -- and there appears to be no end in sight.Apple's iPhone business is in decline -- and there appears to be no end in sight.
    
"
1/29/19 20:00,Apple services business grows; CEO Cook says China tensions ease,"Apple Inc reported sharp growth in its services business on Tuesday and Chief Executive Tim Cook said trade tensions between the United States and China were easing, helping boost the company's shares after hours even though iPhone sales dipped in the holiday shopping quarter for the first time.
  
"
1/29/19 20:02,UPDATE 4-Apple services business grows; CEO Cook says China tensions ease,"Apple Inc reported sharp growth
in its services business on Tuesday and Chief Executive Tim Cook
said trade tensions between the United States and China were
easing, helping boost the company's shares after hours even
though iPhone sales dipped in the holiday shopping quarter for
the first time.
  
"
1/29/19 20:30,"Asian shares inch up after Apple earnings, CEO comments","U.S. stock futures and Asian equities eked out modest gains on Wednesday as investors seized on Apple Inc's earnings  and comments from its chief that U.S.-China trade tensions were easing, sending the iPhone maker's shares soaring in after-hours trade.
  
"
1/29/19 20:31,"GLOBAL MARKETS-Asian shares inch up after Apple earnings, CEO comments","U.S. stock futures and Asian
equities eked out modest gains on Wednesday as investors seized
on Apple Inc's earnings  and comments from its chief
that U.S.-China trade tensions were easing, sending the iPhone
maker's shares soaring in after-hours trade.
  
"
1/29/19 21:30,A 14-year old found the FaceTime bug. Apple didn't act for a week,Fourteen-year old Grant Thompson was just trying to play video games with friends on a day off from school when he made an alarming discovery: A bug in Apple's FaceTime tool that could turn iPhones into eavesdropping devices.
1/29/19 21:38,Apple's iPhone problem isn't going away,Apple's iPhone business is in decline -- and there appears to be no end in sight.
1/29/19 22:00,Is iPhone boring now? What Apple can do to fill the hole in its revenue,"If patterns from prior years hold, Apple's revenue may decline in the full year for the first time since 2016"
1/29/19 22:00,"Global Markets: Asian shares inch up after Apple earnings, CEO comments","TOKYO (Reuters) - U.S. stock futures and Asian equities eked out modest gains on Wednesday as investors seized on Apple Inc's earnings  and comments from its chief that U.S.-China trade tensions were easing, sending the iPhone maker's shares soaring ..."
1/29/19 22:01,Apple lowers some iPhone prices outside U.S. to offset strong dollar,"Apple Inc plans to cut the price of some of its flagship iPhones for only the second time in the device's 12-year history, pegging its retail value to past prices in local currencies outside the United States instead of the rising U.S. dollar.
  
"
1/29/19 23:01,Nikkei falls as Dainippon Pharma offsets Apple optimism,"* Mothers futures market triggers circuit breaker, resumes
trade
  
"
1/29/19 23:30,"Apple relief steadies Asian stocks, investors await Fed, U.S.-China talks","Asian equities steadied on Wednesday as investors awaited Federal Reserve policy guidance and the outcome of high level trade talks between the United States and China, while drawing relief from Apple Inc's earnings.
  
"
1/29/19 23:31,"GLOBAL MARKETS-Apple relief steadies stocks, investors await Fed, U.S.-China talks","Asian equities steadied on
Wednesday as investors awaited Federal Reserve policy guidance
and the outcome of high level trade talks between the United
States and China, while drawing relief from Apple Inc's
earnings.
  
"
1/30/19 0:31,UPDATE 2-LG Display warns of panel price weakness as wearables boost Q4 profit,"* LG Display shares fall 4.2 pct
(Adds quote, details on Apple Watches, share price)
  
"
1/30/19 2:00,"There are 900 mn active iPhones globally, Apple reveals for the first time","The Cupertino, US-based tech giant has also disclosed a whopping 62.8% gross margin in 'services' business"
1/30/19 2:01,"Nikkei falls, Dainippon Pharma's slide offsets Apple optimism","* Mothers down 8 pct, futures market triggers circuit
breaker
  
"
1/30/19 2:01,"GLOBAL MARKETS-Shares steady on Apple relief as investors eye Fed, U.S.-China talks","Asian equities steadied on
Wednesday as investors awaited Federal Reserve policy guidance
and the outcome of high level trade talks between the United
States and China, while drawing relief from Apple Inc's
earnings.
  
"
1/30/19 2:30,"Asian shares steady on Apple relief as investors eye Fed, U.S.-China talks","Asian equities steadied on Wednesday as investors awaited Federal Reserve policy guidance and the outcome of high level trade talks between the United States and China, while drawing relief from Apple Inc's earnings.
  
"
1/30/19 3:01,S.Korean stocks rise on Apple earnings; Fed rate decision awaited,"Round-up of South Korean financial
markets:
  
"
1/30/19 3:39,Huawei: What you need to know,"Chinese tech giant Huawei overtook Apple to become the second-largest smartphone seller in the world in 2018. It remains a privately held company, and little is known about its reclusive founder Ren Zhengfei, a former Chinese army engineer who rarely speaks to the media."
1/30/19 5:00,Stocks inch up before Fed as Apple relief offsets Brexit complications,"World stocks inched up and the dollar steadied on Wednesday ahead of policy guidance from the U.S. Federal Reserve, with Apple results providing relief while market confidence that a no-deal Brexit can be avoided took a hit.
  
"
1/30/19 5:02,GLOBAL MARKETS-Stocks inch up before Fed as Apple relief offsets Brexit complications,"World stocks inched up and the
dollar steadied on Wednesday ahead of policy guidance from the
U.S. Federal Reserve, with Apple results providing relief while
market confidence that a no-deal Brexit can be avoided took a
hit.
  
"
1/30/19 6:02,'Defining moment for Tim Cook': iPhone sale is Apple CEO's toughest task,"Even as he tries to boost iPhone sales, Tim Cook also must prove that Apple can still thrive even if demand doesn't rebound."
1/30/19 6:31,Apple's stock is 'cheap' but the iPhone maker needs a 'killer' app or product soon,"Apple's stock is ""cheap"" at the moment, but the iPhone maker needs to innovate in order to return to strong growth, according to one strategist who spoke to CNBC."
1/30/19 6:31,Facebook shuts controversial program to pay Apple users for data,Facebook has been under fire for months over its privacy practices and role in the 2016 US presidential election
1/30/19 6:31,Facebook pays teens to install an app that could collect all kinds of data,"Since 2016, Facebook has been paying teenagers and adults to install the so-called ""Facebook Research"" app on their Apple or Android phones."
1/30/19 6:31,Cramer on Apple earnings: The haters have 'no more new ammunition',Jim Cramer says Apple's haters are at a loss for ammo against the iPhone maker after its first-quarter earnings report.
1/30/19 6:31,"Apple booked $13 billion in revenue from China last quarter, down 27% from a year ago",Apple reported revenue from China in its first quarter 2019 earnings report Tuesday.
1/30/19 6:31,"Apple now has $245 billion cash on hand, up 3% from previous quarter",Apple disclosed its cash pile in its first-quarter 2019 earnings report on Tuesday.
1/30/19 6:31,"Apple shares jump after barely beating on earnings, and iPhone sales drop 15% from last year",Apple reported the numbers for its fiscal first quarter under a new structure.
1/30/19 7:06,Here's what every major analyst said about Apple's earnings: 'Worse of the bad news is over',"Analysts were mostly unimpressed by Apple's earnings report, but think at least the worst is over for the stock for now."
1/30/19 7:30,Stocks steady before Fed as Apple relief offsets Brexit complications,"World stocks and the dollar steadied on Wednesday ahead of policy guidance from the U.S. Federal Reserve, with Apple results providing relief while market confidence that a no-deal Brexit can be avoided took a hit.
  
"
1/30/19 7:30,US STOCKS-Futures rise on Apple relief,"U.S. stock index futures rose on
Wednesday, as Apple Inc's results offered some relief
to markets ahead of the Federal Reserve's outlook on monetary
policy and another round of U.S.-China trade talks.
  
"
1/30/19 7:31,GLOBAL MARKETS-Stocks steady before Fed as Apple relief offsets Brexit complications,"* Graphic: World FX rates http://tmsnrt.rs/2egbfVh
(Adds quote, updates prices throughout)
  
"
1/30/19 8:02,"Stocks making the biggest moves premarket: Boeing, Apple, Alibaba, Tesla & more",Names on the move ahead of the open.
1/30/19 9:31,"US STOCKS-Apple, Boeing set to boost Wall Street at open","* Boeing gains after upbeat earnings, 2019 deliveries
forecast
  
"
1/30/19 10:00,"Wall Street opens higher on Apple, Boeing boost","U.S. stocks opened higher on Wednesday, as results from Apple Inc and Boeing Co calmed nerves ahead of the Federal Reserve's update on monetary policy and fresh U.S.-China trade talks.
  
"
1/30/19 10:02,"US STOCKS SNAPSHOT-Wall St opens higher on Apple, Boeing boost","U.S. stocks opened higher on Wednesday,
as results from Apple Inc and Boeing Co calmed
nerves ahead of the Federal Reserve's update on monetary policy
and fresh U.S.-China trade talks.
  
"
1/30/19 10:30,"Wall Street gains after Apple, Boeing results","U.S. stocks jumped on Wednesday, as relief after Apple Inc's earnings and an upbeat report from Boeing Co eased nerves as investors waited for updates from the Federal Reserve and U.S.-China trade talks.
  
"
1/30/19 11:02,"US STOCKS-Wall Street gains after Apple, Boeing results","* Boeing gains after upbeat earnings, 2019 deliveries
forecast
  
"
1/30/19 12:12,Apple bans Facebook from tech tools for tracking teen browsing habits,"Apple Inc said on Wednesday it
had banned Facebook Inc from a program designed to let
businesses control iPhones used by their employees, saying the
social networking company had improperly used it to track the
web-browsing habits of teenagers.
  
"
1/30/19 12:13,"GLOBAL MARKETS-Stocks rise on Apple, Boeing before Fed statement","World stocks and the dollar
rose on Wednesday ahead of policy guidance from the Federal
Reserve, with results from Boeing and Apple and data that showed
U.S. private sector jobs increased more than expected in January
reassuring investors.
  
"
1/30/19 13:01,"US STOCKS-Apple, Boeing lift Wall Street ahead of Fed decision","* Boeing gains after upbeat earnings, 2019 deliveries
forecast
  
"
1/30/19 14:00,"US STOCKS-Wall St climbs on Apple, Boeing results; Fed decision eyed","* Indexes up: Dow 1.33 pct, S&P 0.89 pct, Nasdaq 1.30 pct
(Updates to early afternoon)
  
"
1/30/19 16:00,"NY AG, Governor Cuomo launch probe into Apple's FaceTime bug","New York's new Attorney General Letitia
James and Governor Andrew Cuomo on Wednesday announced https://ag.ny.gov/press-release/attorney-general-james-and-governor-cuomo-announce-investigation-apple-facetime
an investigation into Apple Inc's failure to warn
consumers about a FaceTime bug that lets iPhones users listen to
conversations of others who have not yet accepted a video call.
  
"
1/30/19 16:00,"GLOBAL MARKETS-Stocks surge on Fed pledge to pause, dollar slips","The dollar slid and equities
surged on Wednesday, fueled at first by Boeing and Apple's
results and later by the Federal Reserve pledging to be patient
with future interest rate hikes, a change in tone stock
investors interpreted as a buy signal.
  
"
1/30/19 16:30,Qualcomm quarterly revenue misses Wall Street estimates,"Qualcomm Inc missed analysts'
expectations for holiday-quarter revenue, as slowing smartphone
demand in China and the loss of big customer Apple Inc
took a toll on its chip sales.
  
"
1/30/19 19:00,"UPDATE 1-NY AG, governor probing Apple's response to FaceTime bug","New York Governor Andrew Cuomo and new
Attorney General Letitia James on Wednesday said the state was
probing Apple Inc's failure to warn consumers about a
FaceTime bug that lets iPhones users see and hear others before
they accept a video call.
  
"
1/30/19 22:30,Apple bans Facebook Research app for paying teens $20/month to access data,"Apple says Facebook was using a distribution mechanism meant for company employees, not outsiders, so Apple has revoked that capability"
1/31/19 6:02,Cramer: The strong US dollar hurts companies like Apple more than you think,Jim Cramer shares explains U.S. companies' currency problem and how it's affecting giants like Apple.
1/31/19 6:02,IPhone and iPad with 'laser-powered 3-D cameras' said to launch in 2020,"Apple is planning to launch a new iPad and a new iPhone with special 3D augmented reality cameras in 2020, according to Bloomberg."
1/31/19 20:35,Apple busts FB for distributing data-sucking research app,
2/1/19 5:40,"How Facebook, GE and Apple turned their struggles into stock gains: Cramer","Jim Cramer says low expectations helped Facebook, General Electric and Apple's stocks come out on top after earnings."
2/1/19 5:40,Apple and Facebook make peace so Facebook employees can start using internal iOS apps again,Apple and Facebook put an end to a short-lived squabble on Thursday when the iPhone maker restored a key developer certificate for the social media company.
2/1/19 5:40,"Apple brings the hammer down on Google for app that broke its rules, just like it did with Facebook","Apple revoked a key developer license from Google on Thursday, the same action it took against Facebook for violating its enterprise developer rules."
2/1/19 7:30,Apple investors still lack a reason to get really excited about the stock,"The market already knew the bad that would be in Apple's earnings after it preannounced weak quarterly iPhone sales, and now the tech stock is rallying, but not because the company gave investors anything to be excited about."
2/1/19 10:00,"Apple fixes FaceTime privacy bug, will issue update next week","Apple Inc has fixed a bug that
let iPhone users see and hear others before they accept FaceTime
calls and will roll out a software update next week to re-enable
Group FaceTime, it said on Friday.
  
"
2/1/19 10:30,"UPDATE 1-Apple fixes FaceTime privacy bug, will issue update next week","Apple Inc said on Friday it has
fixed a privacy flaw in its group video chat software and that
it plans to improve how it handles reports of software bugs
after a teenager and his mother tried for days to warn the
iPhone maker of the bug.
  
"
2/1/19 14:30,Innovating Your Product Distribution Is As Important As Innovating Your Marketing,"Discovering a new distribution channel can do wonders for you. Imagine if you'd been one of the first apps in the Apple Store!
       
"
2/1/19 15:00,What makes a celebrity endorsement a touchdown,"On Sunday, Sarah Michelle Gellar will try to sell you Olay face cream. Adam Scott and 2 Chainz will pitch you Expensify to do your work expenses. And Christina Applegate is going to threaten some too-chatty anthropomorphic M&Ms from the front seat of her mom van in hopes that somehow makes you want to eat a chocolate bar filled with the colorful candies."
2/3/19 17:00,Reason for cheer as Wall Street welcomes best Jan in 30 years,"
    US STOCKS surged last week, and major indices saw their biggest January gains in 30 years after a reversal from the Federal Reserve and ""better-than-feared"" earnings from Apple, General Electric and others.  "
2/4/19 2:00,China's LNG imports reach another record amid high stocks,"China's imports of liquefied
natural gas (LNG) rose to another monthly record in January,
even as the country grapples with high gas inventories amid a
warmer-than-usual winter, according to shipping data and
industry sources.
  
"
2/4/19 6:01,Morgan Stanley: Here's how Apple could send its stock soaring by 27% this year,"Apple's slew of new services launching in 2019 including video streaming, a media bundle would drive its stock 27 percent higher from here this year, Morgan Stanley said."
2/4/19 8:06,"Apple should buy Netflix but it would likely cost at least $189 billion, JP Morgan says","Apple has a pile of nearly $250 billion in cash and one of the ways J.P. Morgan thinks the tech giant could use it is by acquiring Netflix, to boost Apple's position as a video content creator."
2/4/19 10:05,Apple could pay a reward to the 14-year-old boy who found the FaceTime snooping bug,"The boy's mother said, ""A high-level executive with Apple"" flew into them in Tucson, Arizona Friday afternoon to meet with her teenage son."
2/4/19 22:00,"If you're investing in big tech, 'don't be distracted by short-term problems,' says Cramer","Jim Cramer tells investors to focus on the long term when it comes to stock market stalwarts like Apple, Facebook and Microsoft."
2/5/19 2:30,"Apple supplier AMS sees weak Q1, skips dividend","Sensor specialist AMS
expects revenue in the first quarter of 2019 to fall to $350-390
million amid continued weak smartphone demand and
""characteristic first-quarter consumer market seasonality"", it
said on Tuesday.
  
"
2/5/19 5:00,Apple agrees to pay back-taxes to French authorities,"U.S. technology giant Apple
said it had reached a deal with France to pay an
undeclared amount of back-dated tax, with French media putting
the sum at around 500 million euros ($571 million).
  
"
2/5/19 6:00,Apple has reportedly reached a deal with France over paying back taxes,"Apple agreed to pay $571 million to French authorities to settle a back-dated tax, French media reported on Tuesday."
2/5/19 6:01,"Apple supplier AMS sees weak first quarter, skips dividend",Sensor specialist AMS expects revenue in the first quarter of 2019 to fall to $350-390 million amid continued weak smartphone demand and first-quarter consumer market seasonality.
2/5/19 8:30,Apple supplier Lumentum's forecast hit by weak smartphone market,"Lumentum Holdings Inc, which
supplies sensors for Apple's FaceId feature, forecast
third-quarter revenue below analysts' estimates hurt by slowing
demand for smartphones in China.
  
"
2/5/19 9:30,Apple's smart speaker is struggling against rivals from Amazon and Google,Apple's HomePod only makes up 6 percent of the U.S. installed base of smart speaker devices.
2/5/19 11:30,CORRECTED-UPDATE 1-Lumentum expects Android devices with Apple-like 3D sensing tech in 2019,"Lumentum Holdings Inc said on
Tuesday it expects Android smartphone makers to launch devices
with facial recognition technology this year even as the Apple
Inc supplier forecast slightly lower-than-expected
revenue for its current quarter.
  
"
2/5/19 11:30,Apple is among the biggest buyback offenders that could be flagged by the Schumer-Sanders limit,"Companies including Apple and Microsoft are among the biggest spenders on share buybacks, a practice that Senate liberals are strongly opposed to."
2/5/19 15:30,UPDATE 1-Apple agrees to pay back-taxes to French authorities,"Apple's French division
said it had reached a deal with France to pay an undeclared
amount of back-dated tax, which French media estimated at around
500 million euros ($571 million).
  
"
2/5/19 17:00,U.S. House Democrats want Apple to answer questions on FaceTime flaw,"Two key U.S. House of
Representatives Democrats on Tuesday asked Apple Inc's,
chief executive, Tim Cook, to answer questions about a privacy
flaw in Apple's group video chat software after a teenager and
his mother tried for days to warn the iPhone maker of the bug.
  
"
2/5/19 17:30,UPDATE 1-U.S. House Democrats want Apple to answer questions on FaceTime flaw,"Two key U.S. House of
Representatives Democrats on Tuesday asked Apple Inc
Chief Executive Tim Cook, to answer questions about a privacy
flaw in Apple's group video chat software after a teenager and
his mother tried for days to warn the iPhone maker of the bug.
  
"
2/5/19 17:30,Apple retail chief Angela Ahrendts departs,"Apple Inc said on Tuesday that
Angela Ahrendts, the chief of its retail operations, was leaving
the company to pursue new opportunities.
  
"
2/5/19 18:00,UPDATE 1-Apple retail chief Angela Ahrendts to depart in April,"Apple Inc said on Tuesday that
Angela Ahrendts, the chief of its retail operations, will leave
the company in April to pursue new opportunities.
  
"
2/5/19 19:00,UPDATE 2-Apple retail chief Angela Ahrendts to depart in April,"Apple Inc said on Tuesday that
retail chief Angela Ahrendts will leave the company in April
after five years on the job, the third departure of a retail
head brought in from outside the company.
  
"
2/5/19 19:00,Apple's retail chief Angela Ahrendts to leave the company in April,"Apple retail chief and former Burberry CEO Angela Ahrendts will be leaving the company ""for new personal and professional pursuits,"" Apple announced Tuesday."
2/5/19 23:30,Cramer: Why companies like Alphabet get 'little to no credit' for their massive cash piles,Jim Cramer breaks down the market's obsession with how large technology companies like Alphabet and Apple use their cash.
2/5/19 23:30,Cramer: You can make a ton of money over the long term with these 'prestige' stocks,"Jim Cramer says investors can weather the storm of uncertainty this year with ""prestige"" stocks like Ralph Lauren, Estee Lauder, and Apple."
2/6/19 19:00,Apple is once again the most valuable public company in the world,Apple's show of strength in its services business in its latest earnings report has helped its stock price recover.
2/7/19 7:30,Apple puts modem engineering unit into chip design group,"Apple Inc has moved its modem
chip engineering effort into its in-house hardware technology
group from its supply chain unit, two people familiar with the
move told Reuters, a sign the tech company is looking to develop
a key component of its iPhones after years of buying it from
outside suppliers.
  
"
2/7/19 12:30,From Behance to billboards: How one 3D artist took over Times Square,Min Ryu's charming characters and colourful models made it to the Big Apple - all thanks to her Behance page.
2/7/19 13:30,Apple releases fix for the FaceTime eavesdropping exploit,Apple just released software that fixes a huge FaceTime exploit.
2/7/19 14:00,Apple rolls out fix for FaceTime privacy bug,"Apple Inc on Thursday released a
fix for a software bug that had let iPhone users hear audio from
users who had not yet accepted a video call.
  
"
2/7/19 15:31,UPDATE 1-Apple to contribute to U.S. teen's education for spotting FaceTime bug,"Apple Inc on Thursday rolled out
software updates to iPhones to fix a privacy issue in its
FaceTime video calling service, and said it would contribute
toward the education of the Arizona teenager who discovered the
problem.
  
"
2/8/19 6:00,Apple threatens to remove iPhone apps caught recording user activity without consent,Apple has responded to a report that revealed some apps were recording users' actions inside applications without their permission.
2/8/19 13:30,"People are holding on to their iPhones for a lot longer, spelling trouble for Apple, says analyst",Bernstein analyst Toni Sacconaghi said people are holding on to their iPhones longer than ever before and that he expects iPhone units to decline 19 percent in fiscal 2019.
2/9/19 6:00,Gerard Butler is in negotiations to star in and Ric Roman Waugh is set to direct Thunder Road and Anton?s disaster thriller GREE,"Bernthal and Melina Kanakaredes for Participant Media and Summit. Snitch also offered a pointed look at the United States? draconian mandatory minimum sentencing laws. Prior to that, Waugh helmed the critically acclaimed film Felon, from his own screenplay for Sony. He also produced and directed the critically hailed documentary That Which I Love Destroys Me, released by Participant Media/Takepart. The documentary follows two Special Forces soldiers as they grapple with PTSD upon their return to the United States. Since its nationwide tour, where countless vets stood up and asked for help after watching the doc?s message, the Veteran Affairs has made Waugh?s documentary part of its official doctrine to help veteran?s return.
 
Butler is repped by CAA and Alan Siegel Entertainment. Waugh is repped by WME and Tara Kole at Gang Tyre...."
2/11/19 6:30,"'Insulting, humiliating': Workers describe life at Apple's 'Black Site'",Working at a bland building near Apple's new campus in Cupertino is nothing like the mythology of Silicon Valley
2/11/19 9:00,A giant coalition of companies including Amazon and Apple urges Congress to save 'Dreamer' immigrants,More than 100 major companies including Apple and Amazon are renewing their push for immigration reform as another government shutdown looms.
2/11/19 10:30,"The iPhone is too expensive, which caused a dramatic drop in sales in China: IDC","Apple iPhone shipments sunk 19.9 percent during the fourth quarter of 2018, Apple's fiscal Q1, according to IDC."
2/11/19 11:09,Apple iPhone sales in China fell by a fifth in Q4 -IDC,"Apple Inc iPhone sales in China
fell 20 percent year-on-year in the fourth quarter of 2018,
while sales for smartphones made by home-grown rival Huawei
soared by 23 percent, data from industry research firm IDC
showed on Monday.
  
"
2/12/19 5:30,"Apple supplier Japan Display to get $700 mln bailout from China, Taiwan group - Kyodo","Ailing Apple supplier Japan
Display Inc will receive up to 80 billion yen ($723
million) in a bailout from a group of Chinese and Taiwanese
investors, Kyodo news agency reported.
  
"
2/12/19 6:00,"Google and Facebook should be regulated for news content, UK government report says","A U.K. government report published Tuesday said a regulator should ensure tech firms like Facebook, Google and Apple are taking steps to help users identify trustworthy, reliable news on their platforms."
2/12/19 11:31,Here's a blueprint for investors trading the different China-US trade war outcomes,Citigroup details three scenarios that investors may have to grapple with depending on how the trade talks progress this month.
2/12/19 12:00,"EU court to rule on legality of Belgian tax break, may affect Apple","Europe's second-highest court
will rule on Thursday whether a Belgian tax break which
benefited some 35 large companies is illegal state aid, a
judgment which could provide clues to other tax cases involving
Apple, Starbucks and Fiat Chrysler.
  
"
2/12/19 15:30,Apple's terms for subscription news service face resistance from publishers -WSJ,"Several publications are resisting Apple
Inc's plans to keep about half of the revenue from its
upcoming news subscription service, the Wall Street Journal
reported on Tuesday, citing the iPhone maker's pitch to some
news organizations.
  
"
2/12/19 21:30,'Pineapple Express' from Hawaii set to soak California,"California is bracing for its wettest storm of the winter as the ""Pineapple Express"" is set to dump up to 8 inches (20 cm) of rain and 8 feet (2.44 m) of snow on areas of the state, raising risks of flooding and mudslides, meteorologists said.
  
"
2/13/19 5:30,"'Pineapple Express' storm douses California with rain, snow","A Pacific storm system known as the ""Pineapple Express"" threatened to dump up to 8 inches (20 cm) of rain and 8 feet (2.44 m) of snow on areas of California, raising risks of flooding and mudslides, meteorologists said on Wednesday.
  
"
2/13/19 6:00,"Apple is getting so serious about health, it's started hosting heart-health events at Apple Stores",Apple's health team made a rare public appearance at its Union Square Apple Store in San Francisco on Monday evening. The primary topic of the discussion was heart health.
2/13/19 12:00,U.S. SEC accuses former Apple lawyer of insider trading,"The U.S. Securities and Exchange
Commission on Wednesday filed a lawsuit accusing a former lawyer
at Apple Inc of insider trading ahead of the iPhone
maker's quarterly earnings announcements.
  
"
2/13/19 12:30,UPDATE 1-Former Apple lawyer accused by U.S. SEC of insider trading,"A former senior lawyer at Apple Inc
was accused by the U.S. Securities and Exchange
Commission on Wednesday of insider trading ahead of the iPhone
maker's quarterly earnings announcements.
  
"
2/13/19 14:01,Apple ramped up testing of self-driving cars in 2018 - U.S. data,"Apple Inc sharply
increased its testing of self-driving cars in 2018, logging tens
of thousands of miles compared with only hundreds of miles the
year before, according to data released Wednesday by the
California Department of Motor Vehicles.
(Reporting by Stephen Nellis and Alexandria Sage in San
Francisco, Editing by Rosalba O'Brien)
  
"
2/13/19 14:30,UPDATE 2-U.S. charges former top Apple lawyer with insider trading,"The former top corporate lawyer at Apple
Inc was criminally charged by the U.S. Department of
Justice on Wednesday with insider trading ahead of six of the
iPhone maker's quarterly earnings announcements.
  
"
2/13/19 14:30,UPDATE 1-Apple ramps up self-driving program as Waymo says its tech improves,"Apple Inc logged
tens of thousands of miles testing self-driving cars in 2018, up
sharply from just hundreds of miles the year before, according
to data released Wednesday by the California Department of Motor
Vehicles.
  
"
2/13/19 15:30,UPDATE 2-Apple ramps up self-driving program as Waymo says its tech improves,"Apple Inc has
sharply increased its efforts to test self-driving cars on
public roads but lags far behind market leader Waymo on a key
safety metric, according to data released on Wednesday by the
California Department of Motor Vehicles.
  
"
2/13/19 15:30,UPDATE 3-U.S. charges former top Apple lawyer with insider trading,"The former top corporate lawyer at Apple
Inc was criminally charged by the U.S. Department of
Justice on Wednesday with insider trading ahead of six of the
iPhone maker's quarterly earnings announcements.
  
"
2/13/19 17:31,"Apple aims for April launch of TV service with CBS, Viacom and Starz","Apple Inc is targeting an April
event to introduce a streaming television service that will
likely include subscription TV services from CBS Corp,
Viacom Inc and Lions Gate Entertainment Corp's
Starz among others as well as its own original content, sources
familiar with the matter told Reuters on Wednesday.
  
"
2/13/19 22:30,Software pirates use Apple tech to put hacked apps on iPhones,"Software pirates have
hijacked technology designed by Apple Inc to distribute
hacked versions of Spotify, Angry Birds, Pokemon Go, Minecraft
and other popular apps on iPhones, Reuters has found.
  
"
2/13/19 23:30,REFILE-Software pirates use Apple tech to put hacked apps on iPhones,"Software pirates have
hijacked technology designed by Apple Inc to distribute
hacked versions of Spotify, Angry Birds, Pokemon Go, Minecraft
and other popular apps on iPhones, Reuters has found.
  
"
2/14/19 1:31,Apple supplier Japan Display forecasts 5th straight year of net losses,"Japan Display Inc said on
Thursday it expects to post its fifth straight year of net
losses, with a late shift to organic light-emitting diode (OLED)
screens and slowing iPhone sales costing it orders from Apple
Inc, its biggest client.
  
"
2/14/19 2:01,UPDATE 1-Apple supplier Japan Display forecasts 5th straight year of losses,"* Says in talks with multiple investors
(Adds comments on talks with investors, background)
  
"
2/14/19 3:18,Apple to ship iPhones with only Qualcomm chips to German stores,"Apple Inc said Thursday that it
will resume selling older iPhone models in its stores in Germany
after they were banned last year, but only with chips from
Qualcomm Inc, which is in a global legal battle against
the Cupertino company.
  
"
2/14/19 4:00,"EU agrees to curb unfair practices by tech giants, booking sites","EU countries, the European
Commission and EU lawmakers clinched a deal late Wednesday to
curb the powers of companies such as Google and Apple
Inc with new rules.
  
"
2/14/19 4:30,Belgian tax break for large companies is legal - EU court,"A Belgian tax break which
benefited about 35 large companies is legal, an EU court said on
Thursday, giving a boost to Apple and other companies
challenging similar findings by the European Commission.
  
"
